fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
6.5,0.18,0.29,1.7,0.035,39,6
6.7,0.24,0.26,12.6,0.053,44,5
6.6,0.32,0.24,1.3,0.06,42.5,5
7.6,0.32,0.35,1.6,0.092,24,5
7.4,0.33,0.44,7.6,0.05,40,5
7.2,0.3,0.3,8.1,0.05,40,6
7.4,0.34,0.3,14.9,0.037,70,6
6.1,0.16,0.29,6,0.03,29,6
6.3,0.1,0.24,6,0.039,25,7
6.2,0.45,0.73,7.2,0.099,47,5
6,0.33,0.18,3,0.036,5,4
7.6,0.48,0.37,1.2,0.034,5,3
7.2,0.2,0.3,2,0.039,43,6
7,0.32,0.29,4.9,0.036,41,6
7.2,0.2,0.3,2,0.039,43,6
7,0.22,0.29,8.9,0.05,24,6
9.4,0.23,0.56,16.45,0.063,52.5,5
6.4,0.27,0.19,2,0.084,21,4
6.4,0.27,0.19,1.9,0.085,21,4
7,0.23,0.42,5.1,0.042,37,6
6.9,0.15,0.28,4.4,0.029,14,8
6.7,0.26,0.29,5.8,0.025,26,6
6.9,0.15,0.28,4.4,0.029,14,8
7.6,0.2,0.68,12.9,0.042,56,5
6.9,0.3,0.29,1.3,0.053,24,4
6.9,0.3,0.3,1.3,0.053,24,4
7.6,0.21,0.35,1.2,0.041,7,4
6.8,0.46,0.26,2.7,0.042,28,8
7,0.28,0.26,1.7,0.042,34,8
6.5,0.24,0.29,8.2,0.043,32,6
6.4,0.17,0.34,1.5,0.091,42,7
6.4,0.17,0.34,1.5,0.093,43,6
6.3,0.695,0.55,12.9,0.056,58,5
7,0.27,0.29,3.9,0.059,28,5
8.4,0.3,0.25,17.75,0.047,25,5
6.5,0.19,0.27,4.9,0.037,13,6
8,0.36,0.39,1.6,0.024,26,6
6.1,0.16,0.24,1.4,0.046,17,6
9.2,0.19,0.42,2,0.047,16,4
9.2,0.16,0.49,2,0.044,18,4
8,0.26,0.28,8.2,0.038,72,6
8.8,0.33,0.36,2.1,0.034,19,6
9.8,0.16,0.46,1.8,0.046,23,5
6.6,0.23,0.18,8.5,0.044,59,5
7.9,0.44,0.26,4.45,0.033,23,6
7.6,0.31,0.27,5.8,0.036,23,6
7.5,0.705,0.1,13,0.044,44,5
7.1,0.21,0.28,2.7,0.034,23,4
7,0.16,0.26,7.3,0.047,30,6
8,0.27,0.25,19.1,0.045,50,6
6.3,0.38,0.17,8.8,0.08,50,4
7.1,0.21,0.28,2.7,0.034,23,4
6.2,0.38,0.18,7.4,0.095,28,4
8.2,0.24,0.3,2.3,0.05,23,5
7,0.16,0.26,6.85,0.047,30,6
7.3,0.815,0.09,11.4,0.044,45,5
6.3,0.41,0.16,0.9,0.032,25,5
6.1,0.36,0.41,19.35,0.07,67,5
8.1,0.4,0.32,7.9,0.031,23,7
6.8,0.26,0.43,11.75,0.045,53,5
6.2,0.44,0.18,7.7,0.096,28,5
7.2,0.24,0.29,3,0.036,17,6
6.2,0.44,0.18,7.7,0.096,28,5
7.2,0.24,0.29,3,0.036,17,6
7.3,0.22,0.26,1.5,0.04,32,6
8.1,0.34,0.28,7.5,0.04,70,6
7.3,0.22,0.26,1.5,0.04,32,6
8.1,0.34,0.28,7.5,0.04,70,6
6.4,0.28,0.17,8.3,0.042,61,5
6.3,0.29,0.14,7.05,0.045,50,5
6.4,0.27,0.17,8.4,0.044,60,5
7.4,0.35,0.2,13.9,0.054,63,6
8.3,0.28,0.27,17.5,0.045,48,6
6.4,0.35,0.35,5.6,0.034,9,4
6.9,0.43,0.28,9.4,0.056,29,5
8,0.26,0.28,4.8,0.05,34,6
6.9,0.43,0.28,9.4,0.056,29,5
7.3,0.27,0.37,9.7,0.042,36,6
6.8,0.46,0.26,6.3,0.147,49,5
7.2,0.2,0.28,1.6,0.028,13,6
7.6,0.285,0.32,14.6,0.063,32,5
6.6,0.32,0.33,2.5,0.052,40,5
7.6,0.285,0.32,14.6,0.063,32,5
6.6,0.34,0.34,2.6,0.051,40.5,5
6.6,0.32,0.33,2.5,0.052,40,5
6.5,0.27,0.26,8.2,0.042,21,6
6.6,0.26,0.27,1.5,0.04,19,6
6.7,0.27,0.26,2.3,0.043,61,6
6.6,0.56,0.15,10,0.037,38,5
6.6,0.56,0.15,10,0.037,38,5
7.3,0.19,0.27,1.6,0.027,35,7
6.3,0.2,0.26,1.6,0.027,36,6
7.1,0.29,0.3,16,0.036,58,5
7.8,0.32,0.33,10.4,0.031,47,6
8.1,0.33,0.36,7.4,0.037,36,6
8.1,0.33,0.36,7.4,0.037,36,6
7.8,0.32,0.33,10.4,0.031,47,6
6.6,0.33,0.24,16.05,0.045,31,5
6.6,0.33,0.24,16.05,0.045,31,5
8.2,0.26,0.33,2.6,0.053,11,5
8.3,0.25,0.33,2.5,0.053,12,5
7,0.26,0.26,10.8,0.039,37,7
6,0.26,0.15,1.2,0.053,35,5
7.5,0.28,0.78,12.1,0.041,53,5
7.5,0.27,0.79,11.95,0.04,51,5
7,0.28,0.32,1.7,0.038,27,6
5.2,0.16,0.34,0.8,0.029,26,6
6.8,0.34,0.1,1.4,0.049,29,5
7.6,0.25,0.34,1.3,0.056,34,5
5.6,0.35,0.4,6.3,0.022,23,7
8.8,0.24,0.23,10.3,0.032,12,6
6,0.29,0.21,15.55,0.043,20,6
6.1,0.27,0.31,1.5,0.035,17,7
7.4,0.56,0.09,1.5,0.071,19,5
6.8,0.29,0.49,1.4,0.142,52,6
6.1,0.27,0.31,1.5,0.035,17,7
6.3,0.27,0.37,7.9,0.047,58,6
6.6,0.24,0.3,13,0.052,18,6
6.8,0.32,0.3,1,0.049,22,5
6.4,0.37,0.37,4.85,0.041,39.5,6
6.2,0.26,0.37,7.1,0.047,54,6
6.3,0.27,0.37,7.9,0.047,58,6
6.4,0.3,0.16,7.5,0.05,55,5
8,0.28,0.32,7.6,0.045,61,6
6.7,0.24,0.32,10.3,0.079,37,5
7.9,0.27,0.27,1.7,0.034,25,6
7.9,0.27,0.27,1.7,0.034,25,6
6.1,0.28,0.24,19.95,0.074,32,6
7.7,0.39,0.49,7.7,0.036,11,6
6,0.2,0.24,5.3,0.075,49,5
6.1,0.28,0.24,19.95,0.074,32,6
7.6,0.31,0.23,12.7,0.054,20,4
7.6,0.31,0.23,12.7,0.054,20,4
6.3,0.18,0.22,1.5,0.043,45,5
8.6,0.23,0.25,11.3,0.031,13,5
6.8,0.21,0.36,18.1,0.046,32,5
6.8,0.21,0.36,18.1,0.046,32,5
6.9,0.26,0.31,7,0.039,37,6
6.8,0.21,0.36,18.1,0.046,32,5
6.4,0.31,0.4,6.4,0.039,39,5
8.6,0.34,0.36,1.4,0.045,11,4
8.6,0.34,0.36,1.4,0.045,11,4
8.5,0.3,0.28,3.1,0.054,54,6
7.4,0.4,0.41,14.1,0.053,37,6
6.6,0.32,0.34,7.7,0.044,63,6
7.1,0.34,0.31,5.2,0.032,36,7
6.6,0.26,0.25,11.6,0.045,45,6
8,0.27,0.57,10.4,0.053,18,5
6.2,0.28,0.45,7.5,0.045,46,6
6.2,0.3,0.49,11.2,0.058,68,6
5.6,0.175,0.29,0.8,0.043,20,6
6.9,0.34,0.36,1.4,0.032,13,5
6.9,0.34,0.3,4.7,0.029,34,7
7.1,0.12,0.3,3.1,0.018,15,7
7.1,0.32,0.29,4,0.038,33,6
7.3,0.51,0.29,11.3,0.034,61,6
7.1,0.12,0.3,3.1,0.018,15,7
6.3,0.24,0.55,8.1,0.04,67,5
7.5,0.41,0.23,14.8,0.054,28,5
6.5,0.18,0.33,1.4,0.029,35,7
7.3,0.17,0.24,8.1,0.121,32,8
8.2,0.2,0.38,3.5,0.053,41,5
7.5,0.41,0.23,14.8,0.054,28,5
7.3,0.17,0.24,8.1,0.121,32,8
6.5,0.18,0.33,1.4,0.029,35,7
7.3,0.16,0.35,1.5,0.036,29,6
6.4,0.16,0.37,1.5,0.037,27,6
6.6,0.42,0.13,12.8,0.044,26,5
5.8,0.3,0.12,1.6,0.036,57,6
6.7,0.54,0.27,7.1,0.049,8,4
6.7,0.54,0.27,7.1,0.049,8,4
6.4,0.22,0.3,11.2,0.046,53,5
6.8,0.23,0.3,1.7,0.043,19,7
9,0.26,0.34,6.7,0.029,21,6
6.5,0.23,0.25,17.3,0.046,15,6
5.9,0.28,0.14,8.6,0.032,30,6
5.9,0.28,0.14,8.6,0.032,30,6
6.2,0.27,0.18,1.5,0.028,20,5
9,0.29,0.34,12.1,0.03,34,5
9,0.26,0.34,6.7,0.029,21,6
8.9,0.27,0.34,10.7,0.029,19.5,5
6.5,0.23,0.25,17.3,0.046,15,6
6.9,0.32,0.3,1.8,0.036,28,6
7.2,0.22,0.24,1.4,0.041,17,6
6.7,0.5,0.38,7.5,0.046,26,5
6.2,0.33,0.14,4.8,0.052,27,5
6.3,0.26,0.42,7.1,0.045,62,6
7.5,0.2,0.47,16.9,0.052,51,5
6.2,0.33,0.14,4.8,0.052,27,5
6.3,0.26,0.42,7.1,0.045,62,6
6.6,0.36,0.52,11.3,0.046,8,5
6.3,0.13,0.42,1.1,0.043,63,7
6.4,0.15,0.44,1.2,0.043,67,7
6.3,0.13,0.42,1.1,0.043,63,7
7.6,0.23,0.64,12.9,0.033,54,5
6.4,0.15,0.44,1.2,0.043,67,7
6.3,0.13,0.42,1.1,0.043,63,7
5.7,0.255,0.65,1.2,0.079,17,5
6.9,0.32,0.26,2.3,0.03,11,6
6.9,0.28,0.22,10,0.052,36,5
6.9,0.32,0.26,2.3,0.03,11,6
5.7,0.255,0.65,1.2,0.079,17,5
6.6,0.41,0.16,1.4,0.037,28,6
7.3,0.37,0.16,14.9,0.048,59,5
6.9,0.21,0.24,1.8,0.021,17,7
6.6,0.24,0.28,1.8,0.028,39,5
6.8,0.28,0.36,7,0.043,60,6
6.6,0.24,0.24,8.6,0.034,25,6
6.6,0.24,0.28,1.8,0.028,39,5
7,0.16,0.32,1.1,0.032,29,6
7,0.14,0.28,1.3,0.026,10,5
6.3,0.34,0.36,4.9,0.035,31,5
6.8,0.26,0.24,1.9,0.043,70,5
6.7,0.17,0.42,10.4,0.038,85,6
6.5,0.27,0.4,10,0.039,74,5
6.7,0.25,0.36,8.6,0.037,63,5
5.8,0.3,0.27,1.7,0.014,45,7
6.4,0.28,0.56,1.7,0.156,49,6
7.7,0.3,0.26,18.95,0.053,36,5
6.8,0.18,0.3,12.8,0.062,19,7
6.8,0.18,0.3,12.8,0.062,19,7
6.8,0.18,0.3,12.8,0.062,19,7
6.8,0.18,0.3,12.8,0.062,19,7
6.8,0.18,0.3,12.8,0.062,19,7
6.8,0.18,0.3,12.8,0.062,19,7
5.1,0.14,0.25,0.7,0.039,15,6
6.8,0.18,0.3,12.8,0.062,19,7
7.2,0.615,0.1,1.4,0.068,25,4
6.9,0.13,0.28,13.3,0.05,47,6
6.7,0.34,0.3,8.5,0.059,24,7
7.3,0.32,0.29,1.5,0.038,32,5
6.3,0.21,0.29,11.7,0.048,49,5
5.4,0.5,0.13,5,0.028,12,7
8.2,0.52,0.34,1.2,0.042,18,5
7.8,0.28,0.31,2.1,0.046,28,5
6.4,0.22,0.34,1.4,0.023,56,6
7.8,0.28,0.31,2.1,0.046,28,5
6.9,0.32,0.27,16,0.034,58,6
6.8,0.11,0.42,1.1,0.042,51,7
6.2,0.26,0.32,15.3,0.031,64,5
6.4,0.22,0.34,1.4,0.023,56,6
6.7,0.3,0.29,2.8,0.025,37,7
6.7,0.3,0.29,2.8,0.025,37,7
7.1,0.2,0.3,0.9,0.019,4,6
7.2,0.2,0.36,2.5,0.028,22,6
8.9,0.26,0.33,8.1,0.024,47,6
7.5,0.25,0.32,8.2,0.024,53,6
7.1,0.2,0.3,0.9,0.019,4,6
6.3,0.27,0.46,11.1,0.053,44,5
6.5,0.3,0.39,7.8,0.038,61,5
6.7,0.3,0.29,2.8,0.025,37,7
6.6,0.36,0.52,10.1,0.05,29,5
6.15,0.21,0.37,3.2,0.021,20,5
6.5,0.18,0.41,14.2,0.039,47,7
6.5,0.18,0.41,14.2,0.039,47,7
6.5,0.18,0.41,14.2,0.039,47,7
6.6,0.26,0.21,2.9,0.026,48,7
6.6,0.35,0.35,6,0.063,31,6
6.5,0.28,0.28,20.4,0.041,40,5
6.6,0.36,0.52,10.1,0.05,29,5
6.6,0.26,0.21,2.9,0.026,48,7
6.5,0.18,0.41,14.2,0.039,47,7
6.15,0.21,0.37,3.2,0.021,20,5
4.5,0.19,0.21,0.95,0.033,89,5
8,0.24,0.26,1.7,0.033,36,7
7.8,0.17,0.23,1.7,0.029,39,7
7,0.24,0.24,9,0.03,42,6
5.8,0.6,0,1.3,0.044,72,5
5.9,0.445,0.26,1.4,0.027,23,6
6.7,0.28,0.28,2.4,0.012,36,7
6.8,0.44,0.2,16,0.065,61,5
7.2,0.24,0.27,11.4,0.034,40,5
8.7,0.31,0.73,14.35,0.044,27,5
8.2,0.32,0.26,2.1,0.062,26,6
7.2,0.24,0.27,11.4,0.034,40,5
8.7,0.31,0.73,14.35,0.044,27,5
7.5,0.13,0.38,1.1,0.023,42,6
9.2,0.14,0.37,1.1,0.034,36,6
7.4,0.2,0.37,1.2,0.028,28,6
6.1,0.15,0.35,15.8,0.042,55,5
7.6,0.23,0.4,5.2,0.066,14,5
8.1,0.33,0.22,5.2,0.047,24,5
7.15,0.17,0.24,9.6,0.119,56,6
6.7,0.12,0.3,5.2,0.048,38,7
5.7,0.18,0.36,1.2,0.046,9,7
5.8,0.15,0.28,0.8,0.037,43,5
6.6,0.23,0.29,14.45,0.057,29,6
7.15,0.17,0.24,9.6,0.119,56,6
7,0.34,0.39,6.9,0.066,43,5
6.4,0.68,0.26,3.4,0.069,25,5
7.3,0.22,0.31,2.3,0.018,45,7
6.4,0.28,0.27,11,0.042,45,5
6.9,0.4,0.22,5.95,0.081,76,5
6.8,0.19,0.23,5.1,0.034,71,5
7.1,0.23,0.24,5.4,0.039,60,4
6.45,0.14,0.42,1.2,0.05,51,7
6.5,0.15,0.44,12.6,0.052,65,7
7.1,0.15,0.34,1,0.033,27,6
6.7,0.33,0.34,6.6,0.067,35,6
7.2,0.3,0.26,1.5,0.041,46,6
7,0.23,0.33,1,0.043,46,6
8,0.13,0.25,1.1,0.033,15,8
6.2,0.21,0.34,6.6,0.03,36,7
8.3,0.4,0.41,8.2,0.05,15,5
5.9,0.34,0.31,2,0.03,38,7
6.6,0.12,0.25,1.4,0.039,21,7
9.6,0.655,0.21,2,0.039,21,6
6.8,0.26,0.4,7.5,0.046,45,5
5.9,0.34,0.31,2,0.03,38,7
5.9,0.3,0.3,2,0.03,38,7
7,0.15,0.3,13.3,0.049,46,7
7.9,0.37,0.31,2.85,0.037,5,6
7.2,0.35,0.25,5.6,0.032,23,7
7.2,0.32,0.24,5.6,0.033,23,7
7.6,0.1,0.33,1,0.031,33,6
6.2,0.25,0.31,3.2,0.03,32,6
7.1,0.31,0.17,1,0.042,21,5
7.6,0.18,0.28,7.1,0.041,29,6
8,0.17,0.29,2.4,0.029,52,6
7.2,0.19,0.27,11.2,0.061,46,6
7.6,0.32,0.25,9.5,0.03,15,6
7.1,0.31,0.17,1,0.042,21,5
6.6,0.21,0.29,1.8,0.026,35,6
7,0.16,0.36,2.6,0.029,28,7
8,0.17,0.29,2.4,0.029,52,6
6.6,0.24,0.38,8,0.042,56,5
7.2,0.19,0.27,11.2,0.061,46,6
7.6,0.18,0.28,7.1,0.041,29,6
6.9,0.3,0.25,3.3,0.041,26,6
6.2,0.28,0.27,10.3,0.03,26,6
6.9,0.31,0.32,1.2,0.024,20,6
6.7,0.23,0.25,1.6,0.036,28,6
6.2,0.28,0.27,10.3,0.03,26,6
5.7,0.23,0.28,9.65,0.025,26,6
6.5,0.22,0.5,16.4,0.048,36,6
7,0.18,0.37,1.5,0.043,16,5
6.9,0.31,0.32,1.2,0.024,20,6
6.9,0.3,0.25,3.3,0.041,26,6
6.5,0.46,0.31,5,0.027,15,7
6.5,0.23,0.36,16.3,0.038,43,5
6.5,0.23,0.36,16.3,0.038,43,5
6.5,0.23,0.36,16.3,0.038,43,5
6.6,0.26,0.38,6.5,0.17,68,6
6.7,0.26,0.39,6.4,0.171,64,6
7.5,0.28,0.39,10.2,0.045,59,6
6.5,0.23,0.36,16.3,0.038,43,5
6.8,0.23,0.42,7.4,0.044,56,6
7.8,0.25,0.34,13.7,0.044,66,5
7.8,0.25,0.34,13.7,0.044,66,5
5.6,0.2,0.22,1.3,0.049,25,5
6.4,0.21,0.44,7.4,0.045,47,5
6.8,0.23,0.42,7.4,0.044,56,6
6.8,0.24,0.37,7.45,0.043,59,6
7.8,0.25,0.28,7.2,0.04,46,6
7.8,0.25,0.34,13.7,0.044,66,5
6.8,0.16,0.29,10.4,0.046,59,6
5.2,0.28,0.29,1.1,0.028,18,6
7.5,0.18,0.31,6.5,0.029,53,6
7.5,0.26,0.3,4.6,0.027,29,7
8.2,0.37,0.64,13.9,0.043,22,5
7.6,0.4,0.27,5.2,0.03,32,7
7.5,0.26,0.25,1.7,0.038,29,6
7.5,0.18,0.31,6.5,0.029,53,6
6.9,0.23,0.32,16.4,0.045,62,5
5.3,0.2,0.31,3.6,0.036,22,6
6.5,0.17,0.31,1.5,0.041,34,6
6.5,0.35,0.28,12.4,0.051,86,6
6.5,0.29,0.31,1.7,0.035,24,7
6.8,0.3,0.22,6.2,0.06,41,5
7.9,0.51,0.36,6.2,0.051,30,5
7.9,0.51,0.34,2.6,0.049,13,5
6.5,0.29,0.31,1.7,0.035,24,7
7.1,0.29,0.28,9.3,0.048,50,6
6.5,0.35,0.28,12.4,0.051,86,6
6.5,0.17,0.31,1.5,0.041,34,6
7.4,0.2,0.28,9.1,0.047,29,7
6.9,0.615,0.42,12,0.067,24,5
6.8,0.32,0.28,4.8,0.034,25,7
6.3,0.2,0.19,12.3,0.048,54,6
6.9,0.615,0.42,12,0.067,24,5
8,0.23,0.28,2.7,0.048,49,6
6.7,0.27,0.33,3.6,0.034,9,6
6.7,0.27,0.33,3.6,0.034,9,6
6.7,0.44,0.22,4.3,0.032,19,7
7,0.34,0.3,1.8,0.045,44,6
7.3,0.26,0.33,11.8,0.057,48,6
5.8,0.17,0.34,1.8,0.045,96,8
7.3,0.26,0.33,11.8,0.057,48,6
5.8,0.17,0.34,1.8,0.045,96,8
6.8,0.17,0.36,1.4,0.036,38,6
7.1,0.43,0.3,6.6,0.025,15,6
5.8,0.315,0.27,1.55,0.026,15,8
5.9,0.17,0.28,0.7,0.027,5,5
6.6,0.34,0.18,6.4,0.082,47,5
8.6,0.33,0.34,11.8,0.059,42,6
5.6,0.12,0.26,4.3,0.038,18,5
5.8,0.13,0.26,5.1,0.039,19,6
7.7,0.18,0.35,5.8,0.055,25,6
7.7,0.16,0.36,5.9,0.054,25,6
6,0.26,0.15,1.3,0.06,51,5
7.3,0.32,0.35,1.4,0.05,8,5
7.7,0.3,0.34,1.2,0.048,4,6
7.9,0.16,0.3,7.4,0.05,58,6
6.4,0.27,0.29,10.8,0.028,17,6
6.9,0.16,0.37,1.8,0.034,36,6
7.9,0.16,0.3,7.4,0.05,58,6
7.7,0.3,0.34,1.2,0.048,4,6
7.3,0.32,0.35,1.4,0.05,8,5
6.4,0.44,0.44,14.4,0.048,29,7
6.3,0.2,0.24,1.7,0.052,36,6
6.2,0.29,0.32,3.6,0.026,39,7
7.6,0.39,0.32,3.6,0.035,22,7
7,0.36,0.32,10.05,0.045,37,8
7,0.36,0.32,10.05,0.045,37,8
7,0.36,0.32,10.5,0.045,35,8
7.6,0.2,0.36,1.9,0.043,24,6
7.6,0.39,0.32,3.6,0.035,22,7
6.7,0.2,0.37,1.65,0.025,42,5
6.2,0.235,0.34,1.9,0.036,4,5
7.8,0.965,0.6,65.8,0.074,8,6
7.1,0.2,0.31,6.85,0.053,32,6
7.1,0.2,0.31,7.4,0.053,32,6
7.1,0.2,0.31,7.4,0.053,32,6
6.4,0.24,0.25,20.2,0.083,35,5
8,0.3,0.36,11,0.034,8,6
6.4,0.24,0.25,20.2,0.083,35,5
6.9,0.4,0.42,6.2,0.066,41,5
6.9,0.4,0.43,6.2,0.065,42,5
7.1,0.2,0.31,6.85,0.053,32,6
6.6,0.25,0.51,8,0.047,61,5
6.8,0.26,0.44,8.2,0.046,52,5
6.5,0.37,0.3,2.2,0.033,39,7
6.8,0.35,0.53,10.1,0.053,37,5
6.4,0.22,0.32,7.2,0.028,15,8
6.5,0.37,0.3,2.2,0.033,39,7
6.8,0.35,0.53,10.1,0.053,37,5
6.9,0.31,0.32,1.6,0.036,34,7
6.7,0.16,0.37,1.3,0.036,45,7
6.6,0.25,0.51,8,0.047,61,5
6.8,0.26,0.44,8.2,0.046,52,5
5.6,0.15,0.31,5.3,0.038,8,6
5.5,0.15,0.32,14,0.031,16,8
6.4,0.22,0.32,7.2,0.028,15,8
7.3,0.2,0.26,1.6,0.04,36,6
7.5,0.17,0.71,11.8,0.038,52,5
7.5,0.18,0.72,9.6,0.039,53,5
7,0.27,0.48,6.1,0.042,60,6
5.8,0.32,0.31,2.7,0.049,25,7
7.8,0.26,0.31,3.6,0.025,22,7
7.4,0.3,0.32,1.7,0.03,23,5
6.7,0.16,0.34,1.6,0.026,27,6
5.8,0.32,0.31,2.7,0.049,25,7
6.7,0.19,0.39,1,0.032,14,7
6.6,0.36,0.24,0.9,0.038,15,5
7.2,0.17,0.41,1.6,0.052,24,5
6.7,0.19,0.39,1,0.032,14,7
6,0.11,0.47,10.6,0.052,69,4
6,0.21,0.34,2,0.042,63,6
6.7,0.325,0.82,1.2,0.152,49,5
6.6,0.4,0.46,6.2,0.056,42,5
6.5,0.2,0.24,9.2,0.044,25,5
7.6,0.27,0.34,5,0.04,18,6
7.2,0.26,0.4,6.3,0.047,52,6
6.3,0.25,0.22,3.3,0.048,41,6
6.5,0.22,0.45,8,0.053,52,6
6.4,0.14,0.31,1.2,0.034,53,7
6.4,0.14,0.31,1.2,0.034,53,7
7.1,0.26,0.32,16.2,0.044,31,5
6.6,0.22,0.34,11.6,0.05,59,5
6.6,0.45,0.43,7.2,0.064,31,5
6.6,0.17,0.3,1.1,0.031,13,6
7.2,0.44,0.28,3.4,0.048,22,7
6.2,0.15,0.27,1.4,0.041,51,6
6.3,0.25,0.22,3.3,0.048,41,6
6.5,0.22,0.45,8,0.053,52,6
7.3,0.26,0.3,9.3,0.05,35,6
6.9,0.15,0.29,2.3,0.033,14,7
5.8,0.22,0.29,0.9,0.034,34,7
6.5,0.37,0.33,3.5,0.036,23,6
5.5,0.375,0.38,1.7,0.036,17,6
5.9,0.2,0.4,1.3,0.047,23,6
5.9,0.22,0.38,1.3,0.046,24,6
8,0.22,0.31,5.6,0.049,24,5
6.5,0.22,0.29,7.4,0.028,16,7
6.9,0.15,0.29,2.3,0.033,14,7
5.8,0.2,0.34,1,0.035,40,5
6.6,0.31,0.07,1.5,0.033,55,5
7.7,0.43,0.37,10,0.169,22,5
6.7,0.24,0.29,14.9,0.053,55,5
7.3,0.23,0.34,9.3,0.052,19,5
7.9,0.2,0.39,1,0.041,37,5
5.3,0.16,0.39,1,0.028,40,6
6.4,0.21,0.28,5.9,0.047,29,6
6.9,0.33,0.26,5,0.027,46,7
5.6,0.18,0.58,1.25,0.034,29,7
6.6,0.29,0.31,3.9,0.027,39,8
6.9,0.33,0.26,5,0.027,46,7
6.6,0.21,0.36,0.8,0.034,48,6
7.3,0.21,0.33,1,0.037,66,6
6.4,0.21,0.28,5.9,0.047,29,6
5.1,0.11,0.32,1.6,0.028,12,6
6.5,0.15,0.32,1.3,0.036,19,6
5.3,0.16,0.39,1,0.028,40,6
5.6,0.19,0.46,1.1,0.032,33,6
5.6,0.18,0.58,1.25,0.034,29,7
6.7,0.48,0.32,1.4,0.021,22,7
6.2,0.23,0.23,1.2,0.018,18,5
6,0.17,0.29,5,0.028,25,6
6.7,0.48,0.32,1.4,0.021,22,7
6.7,0.15,0.38,1.7,0.037,20,6
4.2,0.17,0.36,1.8,0.029,93,7
5.8,0.21,0.32,1.6,0.045,38,8
5.4,0.23,0.36,1.5,0.03,74,7
6.7,0.15,0.38,1.7,0.037,20,6
6.4,0.22,0.31,13.9,0.04,57,5
6.5,0.15,0.55,5.9,0.045,75,5
5.9,0.32,0.33,2.1,0.027,35,6
5.7,0.37,0.3,1.1,0.029,24,6
7.9,0.25,0.35,6.7,0.039,22,5
7.2,0.21,0.28,2.7,0.033,38,7
7,0.24,0.3,6.7,0.039,37,5
6.8,0.475,0.33,3.95,0.047,16,7
7,0.28,0.32,7.75,0.032,30,7
6.9,0.4,0.3,10.6,0.033,24,6
6.6,0.41,0.31,1.6,0.042,18,5
6.4,0.2,0.28,2.5,0.032,24,5
8.5,0.22,0.34,0.7,0.04,5,4
8.4,0.36,0.36,11.1,0.032,21,6
5.2,0.285,0.29,5.15,0.035,64,8
6.9,0.2,0.3,4.7,0.041,40,6
6.7,0.42,0.46,9.7,0.054,67,5
6.2,0.16,0.34,1.7,0.038,85,7
6.4,0.125,0.36,1.4,0.044,22,7
6.4,0.44,0.26,2,0.054,20,5
7,0.31,0.39,7.5,0.055,42,5
6.7,0.42,0.46,9.7,0.054,67,5
8.6,0.18,0.28,0.8,0.032,25,5
6.2,0.21,0.26,13.1,0.05,59,5
6.1,0.16,0.37,1.1,0.031,37,6
6.5,0.22,0.32,2.2,0.028,36,7
6.2,0.36,0.14,8.9,0.036,38,5
5.7,0.21,0.25,1.1,0.035,26,6
6.4,0.25,0.32,0.9,0.034,40,7
7.6,0.31,0.26,1.7,0.073,40,5
6.6,0.26,0.46,6.9,0.047,59,5
5.7,0.21,0.25,1.1,0.035,26,6
6.2,0.2,0.31,1,0.031,22,6
6.2,0.18,0.3,1,0.031,23,6
6.1,0.37,0.2,7.6,0.031,49,5
6.2,0.36,0.14,8.9,0.036,38,5
6.5,0.22,0.32,2.2,0.028,36,7
7.7,0.18,0.3,1.2,0.046,49,5
6.9,0.14,0.38,1,0.041,22,6
6.9,0.14,0.38,1,0.041,22,6
6,0.44,0.26,3.1,0.053,57,6
7.1,0.36,0.4,1.95,0.033,26,7
5.7,0.28,0.28,2.2,0.019,15,6
6.4,0.16,0.32,8.75,0.038,38,5
7.4,0.28,0.4,11.9,0.032,13,4
6.7,0.39,0.31,2.7,0.054,27,6
6.5,0.44,0.47,5.45,0.014,44,8
6.9,0.22,0.31,6.3,0.029,41,6
6.6,0.22,0.29,14.4,0.046,39,6
7.7,0.25,0.3,7.8,0.038,67,5
5.2,0.155,0.33,1.6,0.028,13,8
7,0.31,0.31,9.1,0.036,45,7
7,0.31,0.31,9.1,0.036,45,7
6.6,0.22,0.29,14.4,0.046,39,6
5.6,0.21,0.4,1.3,0.041,81,8
5.2,0.155,0.33,1.6,0.028,13,8
6.4,0.25,0.32,11.3,0.038,69,6
6.9,0.22,0.31,6.3,0.029,41,6
5.3,0.21,0.29,0.7,0.028,11,5
7.1,0.27,0.28,1.25,0.023,3,4
5.2,0.17,0.27,0.7,0.03,11,5
7.7,0.25,0.3,7.8,0.038,67,5
7,0.12,0.29,10.3,0.039,41,8
7,0.12,0.29,10.3,0.039,41,8
7.1,0.29,0.34,7.8,0.036,49,6
7.2,0.3,0.3,8.7,0.022,14,5
6.8,0.26,0.46,8.3,0.037,49,5
7,0.12,0.29,10.3,0.039,41,8
7.1,0.29,0.34,7.8,0.036,49,6
4.9,0.33,0.31,1.2,0.016,39,8
5.1,0.29,0.28,8.3,0.026,27,6
5.1,0.29,0.28,8.3,0.026,27,6
6.8,0.26,0.48,6.2,0.049,55,6
6,0.28,0.52,5,0.078,30,6
6,0.28,0.25,1.8,0.042,8,5
7.2,0.2,0.22,1.6,0.044,17,5
6.1,0.27,0.25,1.8,0.041,9,5
